SNo,Project Name,Scheme Name,PI Details
215,Establishing the relationship of p53 mutations and amyloid formation: A new insight in Cancer biology and therapeutics,Early Career (Basic) Fellowship,Samir Kumar Maji
216,A Microscopic Traffic Simulator Integrated 3D Driving Simulator for Conducting Behavioural Studies and Testing ITS Applications in Disordered and Heterogeneous Traffic Systems,InTranSE Phase II,Perumal Vedagiri
217,"Strengthening Canalpy Activities to Reclaim Canal Commons in Alleppey, Kerala",-,N C Narayanan
218,Effect of Polymer Adsorption on Characteristics of Inorganic Crystals.,-,Jyoti Ravishanker Seth
219,Development and Demonstration of Fresh Water Lube Oil Cooler,-,Milind Vishwanath Rane
220,Development of VTOL platforms and search and attack software and testing,CARS (Contract for Acquisition of Research Services),Hemendra Arya
221,A detailed ichnologic investigation of the Cenozoic sedimentary substrates and stratigraphic contacts of the Kutch Basin,CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),Sudipta Dasgupta
222,LOTUS - LOw cost Innovative Technology for water quality monitoring and water resources management for Urban and rural water Systems in India,India Multilateral Regional Cooperation - India-EU Water Research project,Ravindra D Gudi
223,Applications of Artificial Intelligence for learning and Optimization in Next Generation Wireless Networks,Early Career Research Award (EC Engineering Sciences),Manjesh Kumar Hanawal
224,Molecular dissection of Plasmodium falciparum importin α protein towards its assessment as a potential drug target,CRG (Core Research Grant) (PAC Health Sciences),Swati Arvind Patankar
225,Modeling and Analysis of Crash Risk & Performance of Motorbike Riders under Influence of Human Behavioral Factors,Early Career Research Award (EC Engineering Sciences),Nagendra Rao Velaga
226,Spin orbit engineering of Dark Dirac Excitons,Early Career Research Award (EC Physical & Mathematical Sciences),Anshuman Kumar
227,"High efficiency, stable, Cu2O photocathode devices for hydrogen generation","CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Balasubramaniam Ramanathan Kavaipatti
228,A quantitative analysis of immune -metabolism of human skin keratinocytes during inflammation using system biology approach.,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Rahul Kailash Purwar
229,Combining machine learning techniques with first principles to screen stable functional materials with improved properties,Early Career Research Award (EC Engineering Sciences),Amrita Bhattacharya
230,Design Growth and Fabrication of III-Nitride based Single Photon Source Operating at Higher (>200K) Temperature,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Apurba Laha
231,Growth of vertically aligned carbon nanotubes and graphene by fused hollow cathode based atmospheric pressure glow discharge plasma CVD,CRG (Core Research Grant) (PAC Condensed Matter Physics and Material Sciences),Smrutiranjan Parida
232,"Genesis of gold mineralization in the Gadag greenstone belt, western Dharwar Craton: Constrains from metamorphism, ore mineralogy, geochemistry and fluid evolution",CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),Sakthi Saravanan Chinnasamy
233,"Design, Control and Implementation of Power Electronic Converters for Medium Voltage DC STATCOM and Electric Applications using Silicon Carbide (SiC) Power Devices",CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Anshuman Narendra Deo Shukla
234,"Design, Development and Manufacturing of Hybrid Active and Passive Noise Cancelling Heat Sinks","ITDD (Innovation, Technology Development and Deployment)",Sripriya Ramamoorthy
235,Fast Forward to SDG6: Acceptable and Affordable Water in Secondary Indian Cities (4WARD).,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy, Water & Others - WTI (Water Technology Initiative)",Pradip Pandurang Kalbar
236,Physical Unclonable Function (PUF) for Electronic and Communication Security,"ITDD (Innovation, Technology Development and Deployment)",Udayan Ganguly
237,Anisotropy and SGS Models in LES of High-Magnetic Reynolds Number MHD turbulence,SRG (Start-UP Research Grant) (EC Engineering Sciences),Abhilash Chandy
238,Cooperative Nonlinear Guidance Strategies for Simultaneous Interception with Finite-Time Convergence,SRG (Start-UP Research Grant) (EC Engineering Sciences),Shashi Ranjan Kumar
239,Thermal Transport Beyond Fourier’s Law of Heat Conduction,SRG (Start-UP Research Grant) (EC Engineering Sciences),Dipanshu Bansal
240,Estimation of High Spatio-Temporal Land Surface Temperature Using Multi-sensor Approach over India.,SRG (Start-UP Research Grant) (EC Engineering Sciences),Eswar Rajasekaran
241,Development of Catalysts and a Prototype Device for Conversion of CO2 to Fuels/Chemicals,"TMD (Energy, Water & Others) - Mission Innovation IC#3 CCUS",Arindam Sarkar
242,"Transition metal catalyzed C-H activation reactions with allenes or alkylidenecyclopropanes: Efficient access to 1,3-dienes",CRG (Core Research Grant) (PAC Organic Chemistry),Chandra Mouleeswara Rao Volla
243,Modeling Electronic Transport beyond Linearized Boltzmann Transport: An Ab-initio Approach,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Aftab Alam
244,Three-Colouring Wavefunctions for Geometrically Frustrated Quantum Magnets,SRG (Start-UP Research Grant) (EC Physical & Mathematical Sciences),Sumiran Pujari
245,Sustainable Cutting Fluid Technology for Micro Deep-Hole Drilling,SRG (Start-UP Research Grant) (EC Engineering Sciences),Soham Mujumdar
246,"Synthesis of Musk and Its Analogues: New Entities, Process Optimization and Structure-Odour Understanding",IRR (Industry Relevant R&D),Santosh Janardan Gharpure
247,Understanding particle toxicity and its association with chemical constituents of ambient particulate matter in India: From local to regional spatial scales,CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),Harish Chandra Phuleria
248,Understanding the interaction of FtsZ with its associated proteins in the initiation of Streptococcus pneumoniae cell division,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Petety V Balaji
249,Application of Nanoparticles in ESP for Inactivation of Microorganisms and Degradation of VOC’s for Air Purification,SRG (Start-UP Research Grant) (EC Engineering Sciences),Manoranjan Sahu
250,A Systems Biology Approach to Unravel the Disparate Nature of Cellular Proliferation Organized by microRNA-17-92 Cluster Components in Mammalian Cells,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Sandip Kar
251,Tandem Catalysis on Acyclic and cyclic Heteroatom Stabilized Singlet Carbene Transition Metal Platforms for Constructing Complex Structural Motifs,CRG (Core Research Grant) (PAC Inorganic Physical Chemistry),Prasenjit Ghosh
252,"Hydroxylamine derivatives in the synthesis of 1,2-heterocycles: Application to the stereoselective synthesis of [1,n]-amino alcohols",CRG (Core Research Grant) (PAC Organic Chemistry),Santosh Janardan Gharpure
253,Metal Doped Laser Induced Graphene (LIG) Conductive Membranes and Surfaces for the Environmental Remediation,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Swatantra Pratap Singh
254,Total Synthesis of Conjugation - Ready Oligosaccharides of ESKAPE pathogens for Vaccine Development,CRG (Core Research Grant) (PAC Organic Chemistry),Suvarn Subhash Kulkarni
255,Application of Chlorophyll Sensitised TiO2 in Photocatalytic Degradation of Recalcitrant Organic Pollutants with Visible Light,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Amritanshu Shriwastav
256,Precambrian tectonic evolution of the basement rocks and associated surpracrustals in the Aravalli Craton (NW India): Insights from the Bhilwara-Deogarh transect,CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),Prabhakar Naraga
257,Shape Deformation of Membranes due to Chiral Proteins,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Anirban Sain
258,Targeting Single-Molecule-Magnets with High Blocking Temperature,CRG (Core Research Grant) (PAC Inorganic Physical Chemistry),Maheswaran Shanmugam
259,"Design and Development of novel high-speed, high-resolution, and large volume 3D micro-printer",CRG (Core Research Grant) (PAC Civil and Mechanical Engineering),Prasanna Subhash Gandhi
260,Predictive Modeling of Interface Phenomena in Perovskite Solar Cells,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Pradeep Ramachandran Nair
261,Optimizing co-digestion and pre-treatment of organic fraction of Municipal solid waste and sewage sludge for maximum biogas production,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Munish Kumar Chandel
262,Consequences of wild type p53 amyloid formation in cancer and p53 disaggregation as a potential therapeutic approach,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Samir Kumar Maji
263,Information Design for Socio-Technical Systems,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Ankur Kulkarni
264,Integrated Low Pressure Membrane System (ILPMS) for water purification and disinfection,"ITDD (Innovation, Technology Development and Deployment)",Swatantra Pratap Singh
265,Establishing aluminium-oxygen equilibria and inclusion formation in high Al liquid steel,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Manish Marotrao Pande
266,Identification of global metabolic biomakers in COVID-19 infected patients for targeted therapy,COVID (CRG-Special Call),Sanjeeva Srivastava
267,Folding structure and engineering of proteins with a Hopf-link,SRG (Start-UP Research Grant) (EC Chemical Sciences),Ishita Sengupta
268,"Development of Low Cost, Long Cycle Life Sodium-ion Batteries for Grid Energy Storage","ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy & Water",Venkatasailanathan Ramadesigan
269,TIH for Technologies for IoT & IoE,TIH (Technology Innovation Hub),Leena Vachhani
270,Innovation centre for Eco-prudent Wastewater Solutions (IC-EcoWS),"ITDD (Innovation, Technology Development and Deployment) - WTI (Water Technology Initiative)",Pradip Pandurang Kalbar
271,A systematic large scale assessment for potential of CO2 enhanced oil and natural gas recovery in key sedimentary basins in India,"TMD (Energy, Water & Others) - Mission Innovation IC#3 CCUS",Vikram Vishal
272,Improving Spherical Potential Based Density Functional Methods to Achieve Full Potential Accuracy,MATRICS - MATRICS Expert Committee,Aftab Alam
273,Graded Hautus Test for Distributed Parameter Systems,MATRICS - MATRICS Expert Committee,Debasattam Pal
274,Theoretical Studies of First Pass Age Problems in Finite Spaces,MATRICS - MATRICS Expert Committee,Dibyendu Das
275,J C Bose Fellowship,J C Bose Fellowship,Soumen Chakrabarti
276,J C Bose Fellowship,J C Bose Fellowship,Dulal Panda
277,Chern-Simons Invariants and Vertex Models,MATRICS - MATRICS Expert Committee,Pichai Ramadevi
278,An About-face Approach to Molecular Spintronics Materials,SwarnaJayanti Fellowship,Gopalan Rajaraman
279,Perturbation Dynamics and Resilience of Human-Natural Hydro-climatic System,SwarnaJayanti Fellowship,Subimal Ghosh
280,Theoretical Analysis of Sparse Recovery for Imaging under Realistic Noise Models,MATRICS - MATRICS Expert Committee,Ajit Vilas Rajwade
281,A Variational Approach to Driven Dissipative Topological System,MATRICS - MATRICS Expert Committee,Soumya Bera
282,Development of high temperature air bleed system for aircraft engine application using high strength Ni based alloys through electrodepostion,IMPRINT-2-M-2,Prasad Jagannadha Nageswara Vara Manepalli
283,Control and Observation of Stewart Platform,International Bilateral Coooperation - Indo-German DAAD,Bijnan Bandyopadhyay
284,Studies on Translesion DNA Synthesis by Human PrimPol across N2-dG Adducts,International Coooperation - Indo-Russian DST-RFBR,Pradeep Kumar P. I.
285,Autonomous Wireless Sensor Network for Real-time Water Quality Monitoring,IMPRINT-2-M-1 (Impacting Research Innovation and Technology) (PAC Information & Communication Technology),Sibi raj Bhaskaran Pillai
286,Development of a microfluidic based tool for assessing placental functions and evaluating its potential application in pregnancy related disorders,IMPRINT-2-M-1 (Impacting Research Innovation and Technology) (PAC Healthcare),Abhijit Majumder
287,Development of high temperature air bleed system for aircraft engine application using high strength Ni based alloys through electrodeposition,IMPRINT-2-M-2 (Impacting Research Innovation and Technology) (PAC Advanced Materials),Prasad Jagannadha Nageswara Vara Manepalli
288,Development of Heat Exchanger for Aerospace Applications Using Electrodeposited High Strength Aluminum Alloys,IMPRINT-2-M-2 (Impacting Research Innovation and Technology) (PAC Advanced Materials),Sankara Sarma Venkata Tatiparti
289,NFC-based multi-sensor platform to monitor transportation and storage of lifesaving pharmaceutical products,IMPRINT-2-A-1 (Impacting Research Innovation and Technology) (PAC Information & Communication Technology),Dipti Gupta
