SNo,Project Name,Scheme Name,PI Details
758,Strategies towards the development of 10 kW/ 50 kWh (2 modules of 5kW/ 50kWh) Vanadium redox flow batteries for commercial applications,ONGC ENERGY CENTRE TRUST - Others - Industry,Kothandaraman Ramanujam
759,Analysis of blast resistant door,OVIS Equipments Private Limited - Others - Industry,Alagappan Ponnalagu
760,Facility for validation of Converter and Controllers Design,Tractors And Farm Equipment Limited - Others - Industry,Mahesh Kumar
761,"Carrying out hydrological study for canal re-routing at Chennai Petroleum Corporation Limited (CPCL) Cauvery Basin Refinery (CBR) project site, Nagaipattinam",Chennai Petroleum Corporation Limited - Others - Industry,Balaji Narasimhan
762,Photonic and Electronic Integrated Circuits,QUANFLUENCE PRIVATE LIMITED - Others - Industry,Anil Prabhakar
763,REVIEWING THE DESIGN ASPECTS OF Autonomous Surface Vehicle,Cochin Shipyard Limited - Others - Industry,Suresh Rajendran
764,Analysis of energy storage opportunities for industrial load profile,Aditya Birla Science and Technology Company Private Limited - Others - Industry,Aravind Kumar Chandiran
765,"Affordable, Rapid Paper-Based Colorimetric Test Kits for Milk Supply Chains",Rural Mandi Fintech Pvt Ltd - Others - Industry,Pallab Sinha Mahapatra
766,Ennore Oil Spill Assessment,"Department of Environment and Climate Change, Tamil Nadu - Others - Industry",Indumathi Manivannan Nambi
767,Numerical analysis and simulation of mooring system for a buoy suspended sensor surveillance system,Naval Physical and Oceanographic Laboratory (NPOL) - Others - Industry,Deepak Kumar
768,Roundtable on Implementation of Floating Photo Voltaics,GIZ - Others - Industry,Ashwin Mahalingam
769,1kW/5kwh redox flow battery with anthraquinone based anolyte and iron cahtolyte: A commerical worthy India-Centric solution for grid scale energy storage,LEEP EDRIVE PRIVATE LIMITED - Others - Industry,Kothandaraman Ramanujam
770,HAPTICS & VIRTUAL REALITY BASED TRAINING SIMULATOR For IOCL,Indian Oil Corporation Limited - Others - Industry,Manivannan M
771,Generation of low-timing jitter clocks and RF generation using photonic methods,Defence Research & Development Organization - Others - Industry,Deepa Venkitesh
772,Characterization of finding the suitability of lignite/humic acid for semiconductor applications,Neyveli Lignite Corporation India Limited - Others - Industry,Surendra Babu Anantharaman
773,"Ghosts on Stage: Specters, Spectacles and Alternative Truths in Ancient and Contemporary Narratives.","Durham University, United Kingdom - Others - Industry",Avishek Parui
774,Seismic studies with regard to PVNR and KTK OC-III Exp. projects of SCCL,Singareni Collieries Company Ltd - Others - Industry,Subhadeep Banerjee
775,Indigenous Router using Shakti,Saptang Labs Private Limited - Others - Industry,Chester Rebeiro
776,Consultancy and testing of indigenous binder jetting AM sand printer,Galvano Track Solutions Private Limited - Others - Industry,Murugaiyan Amirthalingam
777,Making Koyambedu Market Complex as plastic free and Carbon Neutral,Tamilnadu Pollution Control Board - Others - Industry,Indumathi Manivannan Nambi
